nombre_producto,url,nombre_laboratorio,descripcion,composicion,indicaciones,presentacion,principios_activos,patologias,error
HIDRENOX A,https://ar.prvademecum.com/medicamento/hidrenox-a-2123/,TEVA ARGENTINA,Diurético.,"Cada comprimido contiene: hidroclorotiazida 50mg, clorhidrato de amilorida 5mg.","Hipertensión arterial, insuficiencia cardíaca.",Env. con 50 comp. ranurados.,Hidroclorotiazida; Amilorida,Edemas; Insuficiencia cardíaca. Diuréticos; Hipertensión arterial,
HIDROCORT,https://ar.prvademecum.com/medicamento/hidrocort-31214/,MONTPELLIER,Hidrocortisona. Glucocorticoide. 10mg Comp. x 30.,,,,Hidrocortisona,,
HIDROCORTISONA CELTYC,https://ar.prvademecum.com/medicamento/hidrocortisona-celtyc-30317/,CELTYC,Hidrocortisona. Antiinflamatorio esteroide. Corticosteroide. 100mg Caja F.Amp. x 50. 500mg Caja F.Amp. x 50.,,,,Hidrocortisona,Asma bronquial; Alergia; Artrosis - Reumatismo; Colitis ulcerosa; Colagenopatías; Edema cerebral; Enfermedades inflamat. osteomioarticulares; Fiebre reumática; Shock anafiláctico,
HIDROCORTISONA DRAWER,https://ar.prvademecum.com/medicamento/hidrocortisona-drawer-9350/,DRAWER,Hidrocortisona. Glucocorticoide. 100mg F.Amp. x 100 EH. 500mg Iny. F.Amp. x 100 EH.,,,,Hidrocortisona,Asma bronquial; Alergia; Artrosis - Reumatismo; Colitis ulcerosa; Colagenopatías; Edema cerebral; Enfermedades inflamat. osteomioarticulares; Fiebre reumática; Shock anafiláctico,
HIDROCORTISONA FABRA,https://ar.prvademecum.com/medicamento/hidrocortisona-fabra-5745/,FABRA,Antiinflamatorio. Corticosteroide.,"Frasco ampolla: hidrocortisona (como succinato) 100mg, 500mg y 1.000mg. Comprimidos: hidrocortisona 10mg.",,1 fco. amp. 20 comprimidos.,Hidrocortisona,Asma bronquial; Alergia; Artrosis - Reumatismo; Colitis ulcerosa; Colagenopatías; Edema cerebral; Enfermedades inflamat. osteomioarticulares; Fiebre reumática; Shock anafiláctico,
HIDROCORTISONA KLONAL,https://ar.prvademecum.com/medicamento/hidrocortisona-klonal-10082/,KLONAL,Hidrocortisona. Corticosteroide. 10mg Comp. x 30. 1% Crema x 15g. 100mg F.Amp. x 100. 500mg F.Amp. x 100 EH.,,,,Hidrocortisona,Asma bronquial; Colagenopatías; Alergia; Artrosis - Reumatismo; Colitis ulcerosa; Dermatitis alérgicas; Edema cerebral; Enfermedades inflamat. osteomioarticulares; Fiebre reumática; Shock anafiláctico,
HIDROCORTISONA NORTHIA® 100-500-1000,https://ar.prvademecum.com/medicamento/hidrocortisona-northia-7745/,NORTHIA,Corticoide de uso sistémico.,"Cada Frasco Ampolla contiene: Hidrocortisona (como Succinato Sódico) 100 mg, 500 mg y 1000 mg. Fosfato Monosódico anhidro 1,028 mg 5,14 mg y 10,28 mg. Fosfato Disódico anhidro 5,118 mg, 25,59 mg y 51,18 mg. Bicarbonato de Sodio/Ácido Clorhídrico c.s. Cada Ampolla Solvente contiene: Glucosa 87,5 mg, 175 mg y 175 mg. Agua de uso inyectable c.s.p 5 ml, 10 ml y 10 ml.","Insuficiencia adrenocortical aguda o primaria crónica. Síndrome adrenogenital (hiperplasia adrenal congénita). Enfermedades alérgicas, graves o incapacitantes, no tratables luego de ensayos adecuados con tratamiento convencional. Enfermedades de colágeno durante una exacerbación o como terapéutica de mantenimiento en casos seleccionados. Anemia hemolítica adquirida (autoinmune). Anemia hipoplásica congénita (eritroide). Trombocitopenia secundaria en adultos (IV únicamente; IM está contraindicada). Enfermedades reumáticas, para ser administrada durante períodos breves como terapéutica complementaria (para ayudar al paciente a superar un episodio agudo o una exacerbación). Enfermedades respiratorias (sarcoidosis sintomática, síndrome de Loeffler no controlable por otros medios, beriliosis, tuberculosis pulmonar fulminante, neumonitisaspirativa). Neoplásicas (manejo paliativo de leucemias y linfomas en adultos, y de leucemia aguda en la niñez). Estados edematosos (síndrome nefrótico idiopático o lúpico sin uremia). Enfermedades gastrointestinales (para ayudar al paciente a superar período críticos en colitis ulcerativas y enteritis regional). Triquinosis con compromiso miocárdico.","Hidrocortisona Northia® 100: Envase conteniendo 1, 50 y 100 frasco ampollas siendo los dos últimos para Uso Exclusivo de Hospitales. Envases conteniendo 1, 50 y 100 frasco ampollas con 1, 50 y 100 ampollas solvente de 5 ml, siendo los dos últimos para Uso Exclusivo de Hospitales. Hidrocortisona Northia® 500: Envase conteniendo 1, 50 y 100 frasco ampollas siendo los dos últimos para Uso Exclusivo de Hospitales. Envases conteniendo 1, 50 y 100 frasco ampollas con 1, 50 y 100 ampollas solvente de 10 ml, siendo los dos últimos para Uso Exclusivo de Hospitales. Hidrocortisona Northia® 1000: En frasco-ampolla x 1, 50 y 100 con ampollas solventes de 10 ml x 1, 50 y 100 ampollas respectivamente, siendo las dos últimas para uso exclusivo de hospitales.",Hidrocortisona,Asma bronquial; Alergia; Artrosis - Reumatismo; Colitis ulcerosa; Colagenopatías; Edema cerebral; Enfermedades inflamat. osteomioarticulares; Fiebre reumática; Shock anafiláctico,
HIDROCORTISONA PHARMAVIAL,https://ar.prvademecum.com/medicamento/hidrocortisona-pharmavial-27455/,IBC,Hidrocortisona. Glucocorticoide. Liof. 100mg F.Amp. x 100 EH. Liof. 500mg F.Amp. x 100 EH.,,,,Hidrocortisona,Asma bronquial; Alergia; Artrosis - Reumatismo; Colitis ulcerosa; Colagenopatías; Edema cerebral; Enfermedades inflamat. osteomioarticulares; Fiebre reumática; Shock anafiláctico,
HIDROCORTISONA RICHET,https://ar.prvademecum.com/medicamento/hidrocortisona-richet-2125/,RICHET,Corticosteroide.,Hidrocortisona.,,Inyectable 500 mg: Envase con 1 frasco-ampolla de 500 mg y 1 ampolla solvente.,Hidrocortisona,Asma bronquial; Alergia; Artrosis - Reumatismo; Colitis ulcerosa; Colagenopatías; Edema cerebral; Enfermedades inflamat. osteomioarticulares; Fiebre reumática; Shock anafiláctico,
HIDROSAM T,https://ar.prvademecum.com/medicamento/hidrosam-t-6447/,ANDROMACO,"Dificulta la formación de elementos acneicos. Provoca la expulsión de elementos retencionales (comedones y microquistes). Acelera la evolución de elementos inflamatorios (pápulas, pústulas).",Venta bajo receta. Industria argentina. Uso externo.,"Está destinado al tratamiento de los trastornos de la queratinización en particular la paraqueratosis, hiperqueratosis y disqueratosis, frecuentemente de origen genético (ictiosis), que no han respondido a la terapéutica convencional. Acné en todas sus formas, excepto el acné-rosácea. Como agente auxiliar para mitigar arrugas finas, hiperpigmentación irregular y rugosidad de la piel dentro de un programa integral de cuidados de la piel que incluye evitar el sol o las fuentes artificiales de luz ultravioleta (camas solares).",Pomos que contienen 20 g.,Tretinoína,Acné; Fotoenvejecimiento cutáneo,
HIDROTISONA,https://ar.prvademecum.com/medicamento/hidrotisona-2135/,EUROFARMA ARG.,Corticoesteroide de acción sistémica.,Hidrocortisona: 10 mg por comprimido. Excipientes c.s.,"Trastornos endócrinos, reumáticos, dermatológicos, oftálmicos, respiratorios, hematológicos, neoplásicos y gastrointestinales. Enfermedades del colágeno. Estados alérgicos o edematosos. Por detalles, ver información completa de prescripción.",Envases conteniendo 30 comprimidos.,Hidrocortisona,Asma bronquial; Alergia; Colagenopatías; Insuficiencia adrenal,
HIDROXIUREA ECZANE,https://ar.prvademecum.com/medicamento/hidroxiurea-eczane-27530/,ECZANE,Hidroxiurea. Antineoplásico. 500mg Caps. x 20. 500mg Caps. x 100.,,,,Hidroxiurea,Cáncer,
HIDROXIUREA KEMEX,https://ar.prvademecum.com/medicamento/hidroxiurea-kemex-25951/,KEMEX,Hidroxiurea. Antineoplásico. Caps. x 100.,,,,Hidroxiurea,Cáncer,
HIDROXIUREA LKM 500,https://ar.prvademecum.com/medicamento/hidroxiurea-lkm-500-8379/,LKM,Agente antineoplásico.,"Cada cápsula contiene: Hidroxiurea 500,0 mg. Excipientes c.s.","Tratamiento del carcinoma de cabeza y cuello: La hidroxiurea está indicada, en combinación con la terapia con radiación, para el control local de carcinomas primarios de células escamosas (epidermoides) de cabeza y cuello, excluyendo el labio. Tratamiento de carcinoma de ovario: La hidroxiurea está indicada para el tratamiento de carcinoma de ovario recorrente, metastásico, o inoperable. Tratamiento de leucemia mielocítica crónica resistente. Tratamiento de melanoma maligno.",Envases conteniendo 20 y 100 cápsulas.,Hidroxiurea,Cáncer,
HIDROXIUREA VARIFARMA,https://ar.prvademecum.com/medicamento/hidroxiurea-varifarma-18611/,VARIFARMA,Antineoplásico.,Hidroxiurea.,,500mg Caps. x 100.,Hidroxiurea,Cáncer,
HIERRO FABRA,https://ar.prvademecum.com/medicamento/hierro-fabra-8871/,FABRA,Hierro sulfato. Suplemento nutricional. 200mg Comp. x 20. 200mg Comp. x 30. 125mg /ml Oral Fco. Got. x 1 x 20ml.,,,,Hierro sulfato,Anemias,
HIERRO RICHET,https://ar.prvademecum.com/medicamento/hierro-richet-20560/,RICHET,Mineral antianémico.,Sulfato ferroso + Acido fólico.,,Comprimidos x 30.,Hierro + Fólico ac.,Anemias,
HIERROQUICK® 40 y 80mg,https://ar.prvademecum.com/medicamento/hierroquick-6426/,MEGALABS ARG.,Antianémico.,"Cada comprimido recubierto contiene: HIERROQUICK® 40mg: hierro elemental en microesferas 40mg, ácido fólico 0,5mg, excipientes csp 1mg. HIERROQUICK® 80mg: hierro elemental en microesferas 80mg, ácido fólico 1mg, excipientes csp 1mg.",Prevención y tratamiento de la anemia debida al déficit de hierro combinada con un déficit de ácido fólico.,HIERROQUICK® 40mg: envase con 20 y 40 comp. rec. HIERROQUICK® 80mg: envases con 20 y 40 comp. rec.,Hierro; Fólico ácido,Anemias,
HIFAMONIL,https://ar.prvademecum.com/medicamento/hifamonil-2136/,MEGALABS ARG.,Antiséptico.,Sodio perborato.,,Sobres polvo x 8. Sobres polvo x 20. Polvo x 100g. Polvo x 300g.,Sodio perborato,"Vaginitis, cervicitis y vulvitis",
HIFAMONIL CREMA,https://ar.prvademecum.com/medicamento/hifamonil-crema-11763/,MEGALABS ARG.,Antibacteriano. Antimicótico. Antiinflamatorio tópico. Crema x 20g.,,,,Betametasona valerato; Gentamicina; Miconazol,Dermatitis alérgicas; Dermatitis bacterianas; Micosis superficiales,
HIGLUCEM,https://ar.prvademecum.com/medicamento/higlucem-18298/,LAZAR,Antidiabético oral.,"Cada comprimido de HIGLUCEM 15 contiene: pioglitazona ClH 16,53mg. Cada comprimido de HIGLUCEM 30 contiene: pioglitazona ClH 33,07mg. Cada comprimido de HIGLUCEM 45 contiene: pioglitazona ClH 49,60mg. Excipientes: almidón glicolato sódico, celulosa microcristalina, lactosa monohidrato, estearato de magnesio.","HIGLUCEM está indicado -como monoterapia o en combinación con una sulfonilurea, metformina o insulina- a fin de mejorar el control de la glucemia en pacientes que sufren diabetes tipo 2.",HIGLUCEM® 15mg: Envases de 28 comprimidos. HIGLUCEM® 30mg: Envases de 28 comprimidos. HIGLUCEM® 45mg: Envases de 30 comprimidos.,Pioglitazona,Diabetes mellitus,
HIOSCINA CELTYC,https://ar.prvademecum.com/medicamento/hioscina-celtyc-29846/,CELTYC,Hioscina butilbromuro. Anticolinérgico. Antimuscarínico. 20mg Amp. x 100.,,,,Hioscina butilbromuro,Cólicos,
HIOSCINA FADA,https://ar.prvademecum.com/medicamento/hioscina-fada-12417/,FADA PHARMA,Hioscina butilbromuro. Espasmolítico. 20mg Amp. x 25 x 1ml.,,,,Hioscina butilbromuro,Cólicos,
HIOSCINA SCOTT,https://ar.prvademecum.com/medicamento/hioscina-scott-30320/,SCOTT PHARMA,Hioscina butilbromuro. Antiespasmódico. Iny. Amp. x 100 x 1ml.,,,,Hioscina butilbromuro,Cólicos,
HIPERLABE,https://ar.prvademecum.com/medicamento/hiperlabe-31697/,MEGALABS ARG.,Labetalol. Antihipertensivo. 200mg Comp. Rec. x 30. 200mg Comp. Rec. x 60.,,,,Labetalol,Hipertensión arterial,
HIPERMET,https://ar.prvademecum.com/medicamento/hipermet-22913/,MEGALABS ARG.,Metildopa. Antihipertensivo. 250mg Comp. Rec. x 50. 500mg Comp. Rec. x 40.,,,,Metildopa,Hipertensión arterial,
HIPERTENSAL,https://ar.prvademecum.com/medicamento/hipertensal-15669/,FINADIET,Antihipertensivo. Antianginoso.,Comprimidos: amlodipina 5 y 10mg.,Hipertensión arterial: sola o en combinación con otros antihipertensivos. Angina crónica estable: sola o en combinación con otros antianginosos. Angina vasospástica: sola o en combinación con otros antianginosos.,Envases con 30 comprimidos.,Amlodipina,Cardiopatía isquémica; Hipertensión arterial,
HIPERVAL,https://ar.prvademecum.com/medicamento/hiperval-22975/,RICHMOND,Valsartán. Antihipertensivo. 80mg Comp. Rec. x 28. 160mg Comp. Rec. x 28.,,,,Valsartán,Hipertensión arterial,
HIPERVAL PLUS,https://ar.prvademecum.com/medicamento/hiperval-plus-28682/,RICHMOND,Sacubitrilo. Valsartán. Antag. de la angiotensina II. 50mg Comp. x 30. 100mg Comp. x 30. 100mg Comp. x 60. 200mg Comp. x 60.,,,,Sacubitrilo; Valsartán,Hipertensión arterial,
HIPOGLOS,https://ar.prvademecum.com/medicamento/hipoglos-2155/,ANDROMACO,Hipoglós Pomada posee acción cicatrizante y regeneradora de los tejidos.,"Cada 100 g contiene: Vitamina A Palmitato (proveniente de Aceite de Hígado de Peces, incluyendo 2% de Aceite de Hígado de Bacalao) 600.000 U.I.; Ácido Bórico 2,0000 g; Óxido de Zinc 15,0000 g; Excipientes (Cloruro de Bencetonio 0,0100 g; Talco 15,0000 g; Lanolina 21,0000 g; Vainillina 0,0250 g; BHA 0,0034 g; BHT 0,0034 g; Vaselina Sólida C.S.P. 100 g; Agua Purificada 17,5000 g).","Dermatitis del pañal. Higiene del lactante. Grietas del pezón. Quemaduras, eczemas. Úlceras por decúbito. Quemaduras solares.",Envases con 50 y 100 g.,Aceite de hígado de peces; Bórico ácido; Cinc; Vitamina A,Dermatitis del pañal,
HIPOGLOS CICATRIZANTE,https://ar.prvademecum.com/medicamento/hipoglos-cicatrizante-2153/,ANDROMACO,"Cicatrizante, antiséptico y protector dérmico.","Cada 100 g contiene: Undecilenato de Zinc 3,00 g; Propionato de Sodio 1,00 g; Diiodohidroxiquinolina 1,00 g; Ácido Bórico 2,00 g; Óxido de Zinc 20,00 g; Excipientes (Óxido de Hierro Rojo 0,05 g; Esencia de Rosas 0,10 g; Talco c.s.p. 100 g).",Dermatitis. Heridas. Protección de la piel agrietada o irritada. Excoriaciones. Hiperhidrosis. Bromhidrosis. Escaras. Úlceras varicosas. Picaduras de insectos. Heridas quirúrgicas. Urticaria. Erupciones cutáneas. Lesiones por rascado.,Talquera con 40 gramos.,Bórico ácido; Cinc; Hierro óxido; Sodio propionato; Yodoquinol,Dermatitis del pañal; Heridas,
HIPOGLOS CON HIDROCORTISONA,https://ar.prvademecum.com/medicamento/hipoglos-con-hidrocortisona-2154/,ANDROMACO,Antiinflamatorio. Antialérgico. Cicatrizante.,"Cada 100 g contiene: Hidrocortisona Alcohol 1,000 g; Vitamina A Palmitato (proveniente de Aceite de Hígado de Peces, incluyendo 2% de Aceite de Hígado de Bacalao) 600.000 U.I.; Ácido Bórico 2,000 g; Excipientes (Óxido de Zinc 15,000 g; Cloruro de Bencetonio 0,010 g; Lanolina 21,000 g; Talco 15,000 g; Vainillina 0,025 g; Agua Purificada 17,000 g; Vaselina Sólida c.s.p. 100,000 g).","Lesiones agudas o crónicas de la piel y mucosas de origen alérgico o inflamatorio. Dermatitis atópica, de contacto, eczematoide, exudativa y otras alteraciones dermatológicas que respondan a los corticoides tópicos.",Envase con 15 g.,Bórico ácido; Hidrocortisona; Vitamina A,Dermatitis alérgicas,
HIPOGLOS MICO®,https://ar.prvademecum.com/medicamento/hipoglos-mico-27231/,ANDROMACO,"Antimicótico, antibacteriano (con especial acción contra las bacterias Gram positivas), cicatrizante.","Cada 100 g contiene: Nitrato de Miconazol 0,25 g; Óxido de Zinc 15,00 g; Excipientes (Cera Microcristalina 20,00 g; Propilenglicol 4,00 g; Sesquioleato de Sorbitano 0,50 g; Vaselina Sólida 30,00 g; Vaselina Líquida 30,25 g).",Tratamiento de la dermatitis moniliásica (o micótica) de la zona del pañal.,Envases con 30 g.,Miconazol; Cinc óxido,Micosis superficiales,
HIPOGLOS Q,https://ar.prvademecum.com/medicamento/hipoglos-q-30992/,ANDROMACO,Cicatrizante. Antibacteriano. Anestésico Local.,"Cada 100 g contiene: Sulfadiazina de Plata 1,000 g; Lidocaína 0,666 g; Vitamina A Palmitato 248.000,000 U.I.; Excipientes (Alcohol Cetílico 2,400 g; Alcohol Estearílico 6,000 g; Vaselina Sólida 5,000 g; Oleato de Decilo 5,000 g; Ceteth-20 2,000 g; Propilenglicol 4,000 g; Metilparabeno 0,180 g; Propilparabeno 0,020 g; BHT 0,030 g; BHA 0,008 g; EDTA Disódico 0,050 g; Ácido Acético c.s.p. pH 4,0 - 6,0; Agua Purificada c.s.p. 100,000 g).","Tratamiento antiséptico y cicatrizante de afecciones dermatológicas infectadas o susceptibles de infectarse: úlceras, quemaduras. Se deben tener en cuenta las recomendaciones oficiales sobre el uso y prescripción adecuados de antibacterianos.","Crema 30 g, 200 g y 350 g.",Lidocaína; Sulfadiazina; Vitamina A,Dermatitis bacterianas; Heridas; Quemaduras,
